"","GSM2577895","GSM2577932","GSM2577976","GSM2577988","GSM2578061","GSM2578072","GSM2578181","GSM2578228","GSM2578242","GSM2578442","GSM2578450","GSM2578593","GSM2578614","GSM2578635","GSM2578710","GSM2578752"
"ACRBP",8.616590938,8.213228105,5.28642234,8.854144401,9.29601661,8.320033303,8.171550389,6.475672721,7.443248641,8.98216993,8.639112513,7.027280249,7.176415343,9.020275729,8.428811844,8.73444996
"ACRC",6.404204681,6.54356626,6.688384627,6.970685664,6.340174167,6.265643363,6.309764613,6.754473056,6.156232358,6.396655325,6.461720698,6.329570111,6.046558939,6.239986037,6.759865792,6.72120201
"ACSBG1",5.461205074,4.850734731,4.772869944,6.214144965,6.291180932,5.740014816,5.576762675,5.354988756,4.93720566,6.206500637,6.069664824,5.120764596,5.23101486,5.967184178,5.595817774,5.379820695
"ACSF2",6.486340361,6.188278626,5.967430229,6.581871228,5.862132683,6.252216097,5.508104169,6.119622021,6.168822393,6.522678218,5.723305239,6.275149249,6.003136365,6.077932028,6.237226949,6.273184188
"ACSF3",4.962653424,4.860997906,4.958737342,4.872030983,4.975949959,4.754822473,4.624455232,5.665473442,4.800765121,4.618926668,4.748301225,4.897342006,5.391901064,5.104129015,5.018888411,4.515284351
"ACSL1",10.03803954,11.59904527,10.20622611,10.33790716,10.0984977,10.35888135,10.10698013,8.204068652,10.52552755,9.535885393,9.958833577,10.52649189,9.485879971,7.880048876,10.86223348,10.4066643
"ACSL3",6.51824287,6.96946505,6.48908872,6.355783101,6.544589985,6.284347668,6.046296279,6.256675469,6.505307221,5.996022379,6.53411916,6.509345805,6.351726768,6.391403656,6.146593737,6.365764834
"ACSL4",7.327395167,7.380397667,7.093588379,7.269305299,7.342627318,7.115463168,7.256354914,6.859051762,6.983063531,6.996108598,7.191203233,7.276412272,7.156535234,6.931726254,7.260460624,7.206433024
"ACSL5",7.113894456,7.227273126,7.570248855,7.05603324,7.140444582,7.329441967,6.968539312,7.592106982,7.212801106,6.892088777,6.972096208,7.227835119,7.363602271,7.216073721,7.207629218,7.425128481
"ACSL6",4.926756289,5.230164433,4.855098111,4.957587408,5.576936221,5.604753653,4.660234933,5.658568296,5.856332099,6.028742171,5.19368336,4.758242577,5.623013626,5.937272264,5.197525944,5.404830677
"ACSM3",5.278049302,4.846047008,5.015448166,5.041676102,5.47381279,5.246273097,5.024269102,5.459260056,5.405413781,5.134375851,5.593705212,5.084044265,5.44280735,5.227060323,5.246522658,5.049933902
"ACSS1",8.18860971,7.620139099,8.42180695,7.613508715,7.897404711,8.223937789,7.93205993,8.659322942,8.543099988,8.320841608,8.127839416,8.160425566,8.063042677,8.198136531,7.908787525,8.151148243
"ACSS2",8.454152731,8.396805022,7.95608011,7.876078636,7.905033002,8.277404262,8.627877083,7.612433553,8.383845818,8.352446842,8.150687113,8.057989727,8.019097941,7.833211294,8.204801708,7.894092572
"ACSS3",4.70118016,5.410650948,4.994002369,5.596001423,4.622192631,5.340302937,4.645863288,4.661856553,5.197023107,5.010389884,4.758153718,4.854426261,4.925317977,5.062836461,5.003025657,5.734123794
"ACTA2",8.488421168,8.117264531,7.209203693,8.524380697,8.773601752,7.954606373,7.279548969,8.726045343,7.852724574,7.686885986,7.869339227,8.358905866,7.816122644,6.735402023,6.917258792,8.972463383
"ACTB",14.09558818,14.17891045,13.92349757,13.9651326,13.6060867,13.75367327,14.00839116,13.77047481,13.75364786,13.50904557,13.82236441,13.79681898,13.90229742,13.41422758,13.80518486,13.83727487
"ACTG1",13.46613823,13.35915685,13.65237454,13.18373103,13.41076249,13.0480174,13.37138759,13.21104481,13.48911806,13.06621394,13.46771873,13.18470268,13.241557,13.14796984,13.06510156,13.35953174
"ACTL6A",8.28631447,8.09242739,8.548055397,9.004945956,8.862155056,8.464659702,8.317568279,8.603626334,8.44131718,8.459971975,8.61419153,8.655215473,8.324980718,8.323154998,8.163956452,8.616160566
"ACTN1",9.579244962,10.05630978,9.683810078,10.09614059,10.32570863,9.592951897,9.318936414,9.298136793,9.544569684,8.836863223,10.04032126,10.22508612,9.38589489,9.85776328,9.618778377,9.997613094
"ACTN4",9.226130821,9.06767102,9.012491805,9.259670979,8.599098094,9.020275729,8.970104964,9.228778975,8.865608327,9.593550804,8.678354203,9.02718172,8.709458827,8.509612808,8.922991611,8.885533603
"ACTR10",9.084379386,9.385333557,9.267500237,9.47226603,9.302401442,9.310933636,9.368959825,9.084379386,8.737130963,9.158997619,9.545168474,9.462652938,9.251768844,9.076453497,9.147819537,9.364632219
"ACTR1A",8.92908418,8.532850185,9.092912024,8.848518742,8.873472241,8.465748653,8.309352672,8.886910823,8.434688581,8.321238342,8.625157102,8.449749816,8.381505415,8.50410585,8.694734136,8.723345744
"ACTR1B",8.652280392,8.055610672,8.48384851,8.095610153,8.111768317,8.952024196,8.493881195,8.608728043,8.806272513,8.651406706,8.554689203,8.366683639,8.508341287,8.790315248,8.825023371,8.308556949
"ACTR2",11.90740953,12.15051391,12.34150796,12.02245091,12.11408326,11.73621175,11.58837964,11.577846,11.53497264,11.33516756,12.16231467,12.18173883,12.04536526,12.19175257,11.5639466,11.66079702
"ACTR3",9.731292209,10.33182352,9.884777153,11.0501018,10.24913074,10.1101184,9.946527651,9.710753743,9.545735433,10.20041282,10.05940256,9.880484467,9.396873262,9.220399748,10.14881898,10.05708795
"ACTR3B",4.773696926,4.594116912,4.952430785,5.181686751,5.234208384,4.677950944,4.773893149,4.937148574,4.87439504,4.856693926,5.027545873,4.813289407,4.936934965,5.203332796,5.006267794,4.98834948
"ACTR5",7.673652623,7.390471503,7.308054348,7.076751703,7.108318286,7.365638565,7.413152858,7.645586166,7.618664665,7.587186151,7.212014698,7.106569131,7.430354466,7.840981184,7.523059599,7.298217144
"ACTR6",8.289397163,8.094050947,8.455223435,9.101023756,8.517169504,8.52013839,8.394846288,8.98216993,8.344974932,8.799395619,8.746139462,8.519718047,8.256452079,8.470384807,8.510856868,8.634346352
"ACTR8",6.047822495,5.802659718,6.079756719,5.846072389,6.299042406,5.461675445,5.673810782,5.623417083,5.711914449,5.7803584,5.924740282,5.873203698,5.798473202,5.619218618,5.956852374,5.724980982
"ACTRT1",5.707600853,6.064004064,5.665076223,6.04402049,6.132567445,6.759242943,6.002159649,5.964964603,6.603428908,6.373489552,5.764286518,6.408002948,6.075087373,6.003374123,5.867000841,6.466202228
"ACVR1",8.493881195,8.304076362,8.094815172,8.702786595,8.984137594,8.092478665,8.683207704,8.038929845,8.252842555,8.555131154,9.051840292,8.187405111,8.269266637,8.583121409,8.308138259,8.486357027
"ACVR1B",6.724904726,7.072076107,6.949019826,6.371361264,6.476835336,7.069577204,6.766041013,6.181915801,6.535672999,6.259584724,6.661737506,6.365480486,6.944327804,6.497278653,6.282320661,6.409256274
"ACVR2A",5.745776998,5.542491829,5.510281265,5.418526832,5.683625399,5.797124922,5.481170446,5.310886852,5.926383602,6.280881738,5.864664958,5.63701875,5.873427863,5.738172805,5.651061776,5.449919997
"ACVRL1",5.077546105,5.136432054,5.982730839,4.938738653,6.004374903,5.764927623,5.427946945,4.809392668,4.905517505,5.279502202,5.293810825,5.484292099,5.262835613,4.972964027,5.810896354,4.838837144
"ACY1",6.289484695,5.674614765,5.446801261,5.930527699,5.865141022,6.258074967,5.352598555,6.198351469,5.521316729,6.337034721,5.776019829,5.846291489,5.803328673,5.555366904,6.144974029,5.639723799
"ACYP1",6.668852252,6.45545613,6.886752922,6.483414737,6.66648729,6.720133283,6.433543018,6.95341161,6.658344101,6.777258521,6.61986927,6.678928306,6.70674856,7.169275373,7.281682298,6.913928203
"ACYP2",6.435638062,6.292867383,6.36184711,6.330458479,6.266407274,6.234515673,6.586464277,6.75472639,6.094921997,6.208401389,6.092208974,6.25455915,6.31827441,6.359682494,6.444312425,5.921117896
"ADA",9.571012258,8.640423399,9.522515239,9.079433947,8.803005143,8.948158541,8.079196514,9.805837565,9.29336565,8.840576283,8.619174664,8.474138604,9.407799165,9.135112502,9.134608729,8.967738223
"ADAL",6.398973332,5.656824406,5.806922307,5.969639536,5.822250809,5.877631876,6.093884162,6.31004722,5.908217954,5.583054345,5.895724972,6.123584301,5.688263204,5.580185881,5.737700696,5.49846799
"ADAM10",6.948729386,7.512119618,6.615175524,6.739774936,7.661627714,6.624084912,7.020155814,5.655152719,6.859920732,6.643245395,6.544108175,6.350749911,6.559057575,6.191679213,6.333609883,6.634574327
"ADAM11",5.185378924,4.888569856,4.823936132,4.540113768,4.602777288,4.336259502,4.933040188,4.662883558,4.529422037,5.285245584,4.564404809,4.878508701,4.768441014,4.873833532,4.408064642,4.533617291
"ADAM12",4.669035233,4.696278184,4.488694816,4.923244151,4.543681642,5.199399856,4.852680606,4.955004566,4.573313253,4.659889278,5.43993299,4.907076101,5.158138876,4.545913133,4.961603261,4.703005199
"ADAM15",7.718916606,7.543221014,7.358538546,7.223779802,7.560012151,7.518695708,7.994213511,6.910015646,7.8720079,8.057723327,7.398083344,7.416170252,7.571208862,7.517551199,7.159674744,7.334940885
"ADAM17",7.354949763,7.017469304,7.197415744,6.740803817,6.966654913,6.991793175,6.956541247,6.751469287,6.939923291,6.642655871,7.086625204,7.201695705,7.336830429,7.131690179,6.961822461,6.99019396
"ADAM19",10.68797616,10.87733164,10.51388009,10.55695123,10.94865658,10.7713826,10.75827313,9.931484979,11.39208045,10.81946141,10.84935565,11.43467657,10.80605288,10.92103106,11.17760384,11.00638947
"ADAM2",5.124562681,5.385115846,5.386788526,4.726631432,4.825505631,4.978024231,4.987087108,4.647599968,5.174680364,4.66252718,4.769625162,5.594912414,5.536436672,4.979317396,5.016486264,5.024803361
"ADAM28",5.031440862,5.51453205,5.137829159,5.09948424,5.529861859,5.931188429,5.291378753,4.831884327,6.203282974,5.925555403,5.497377655,5.795338906,5.558137367,6.325683298,6.158568104,5.53279117
"ADAM29",5.448817632,4.986965331,4.882724896,4.566101741,4.961876717,4.70706668,4.717801563,4.580064973,5.151339516,4.565565479,4.905992872,5.035823873,4.808295675,4.726941776,5.097570503,5.12309447
"ADAM32",4.938075202,4.92766363,4.987985176,4.756181372,4.656961722,5.647280401,5.315134435,4.739232109,4.568207676,5.385402921,4.526321943,5.054551706,4.755342478,5.08661998,4.553943481,4.46908539
"ADAM6",4.486943259,4.716825113,5.011477085,4.789291138,4.90608615,4.983002187,4.859462419,4.644099559,4.68463733,4.461630864,4.911116816,4.607413818,5.592858043,4.606136688,5.467830763,4.928975364
"ADAM8",9.091410339,9.586379227,9.313050761,9.272216333,9.400113113,9.613947069,9.761293314,9.402260607,9.530653133,9.722245158,9.586989817,9.575684773,9.083861058,8.847096312,9.504557657,9.668253869
"ADAM9",5.631994544,5.87366947,5.163376908,5.023557933,5.453432861,5.824755577,5.069537746,4.666515885,5.394447094,5.153675606,5.575689114,5.863760762,5.43946007,5.292272455,5.580726672,5.151165337
"ADAMDEC1",5.094962287,4.546112104,4.785197173,4.439194882,4.728872116,5.161799999,4.598310785,4.462630264,4.539688395,4.624085401,4.767383274,4.948997221,5.080581635,4.367257235,4.768165271,4.399023085
"ADAMTS1",5.167741584,4.576932612,5.366246354,5.154952487,5.176771358,5.515934364,4.492091442,5.032849158,4.677923892,4.419692802,4.582123333,5.156041908,4.635375256,5.357627759,5.286605191,5.316996261
"ADAMTS13",4.909298693,4.918945396,4.659703007,4.754483122,4.565071063,4.84143755,4.585826828,4.864075296,4.774125324,5.072497398,4.844889144,4.722246528,4.761862621,4.388037292,4.578445751,4.74735532
"ADAMTS15",5.161259161,4.637172269,4.777811483,4.801533812,4.759648641,4.599988059,4.68974472,4.553256518,4.90759209,4.530681277,4.733937004,5.330308604,4.948301512,4.787387649,5.060383843,4.986125601
"ADAMTS17",4.762770379,4.494634881,4.473655413,4.7300713,4.533676946,4.556370898,4.846684581,4.567215187,5.570103606,4.71300189,4.754597078,5.28418788,4.813155177,4.473754819,4.92685723,5.084005235
"ADAMTS18",5.113752147,4.791729848,4.790426032,4.973586935,5.269893363,4.835084102,4.747467649,4.556517182,5.382605904,4.595786423,4.872157254,5.037417589,4.603267582,4.784876608,4.551274325,4.549445985
"ADAMTS4",5.605132246,4.970116683,6.041940103,4.586920459,5.192498778,4.58387539,5.743795606,5.333901699,6.04732631,4.626238822,4.560741929,4.812248487,4.715661065,5.188468955,5.840853018,4.587255381
"ADAMTS6",4.759030152,4.929686053,5.335058386,4.847431322,4.780890254,4.806947095,4.566785105,4.618342828,4.809563,6.342725346,4.780797558,4.748048552,5.19151806,5.053946088,4.616263489,4.803591521
"ADAMTS8",4.759677632,4.733375524,4.875632865,4.7160153,5.098929183,4.772658097,4.72493319,4.703514991,5.056553915,4.671497171,4.463812571,4.596819474,4.557191139,4.875568939,4.683535468,5.090947612
"ADAMTSL3",4.588768732,4.63854682,4.986185815,5.107209244,4.937869639,4.80704925,4.944902322,5.5258796,5.138173492,4.396392256,4.815117675,4.862798982,4.97217135,4.580014829,4.742545563,4.882489
"ADAMTSL4",7.172333634,6.950062004,6.335412873,5.726287993,5.695296804,6.589177215,6.192904591,6.088339116,6.566180078,5.978064181,6.13301512,6.177207992,6.645998758,5.978217898,6.284565051,5.855929785
"ADAMTSL5",4.823533963,4.684433782,6.217743311,4.880247953,5.075044806,5.098059097,5.234320834,5.129192118,5.110315274,5.213883129,5.003770346,4.67821325,5.232722695,5.128934888,4.989942403,5.385402921
"ADAP1",6.528676339,7.211337323,6.489358098,5.838119613,6.425515117,7.314404252,7.301708623,6.582773437,6.918586324,7.049756316,6.381291271,7.238593774,7.070985238,6.372915468,6.396367563,6.822126684
"ADAP2",9.75291394,9.831932756,9.705770359,8.768148148,8.763139968,9.848923321,9.428557746,8.727809264,9.412186555,9.19724427,8.981199698,9.355389366,9.594785987,9.047381548,9.190095878,9.199830281
"ADAR",10.59127599,10.86086398,11.18871751,10.82864819,10.50744583,10.56997504,10.20299466,11.12574053,10.74124276,10.13462262,10.50000362,10.61233083,10.77649747,10.73216558,10.50135045,11.03916392
"ADARB1",6.413878527,7.099892764,6.925481897,6.836539078,6.696366636,6.956565759,6.367957925,6.914324272,7.183697462,7.077612512,6.943949871,6.70790511,7.088017516,7.468987865,7.175293362,6.916148814
"ADARB2",4.742408432,4.846724088,4.611719616,4.513436942,4.449026453,4.619712107,4.46150938,4.756094519,5.0587968,4.709371076,4.572438673,4.936379977,5.041721811,4.643920873,4.660412466,4.939645523
"ADAT1",6.556960189,6.489652627,6.44817581,6.759865792,7.085628857,6.882839159,7.044361967,6.875374004,7.040000971,6.151175265,7.096416744,7.001602934,7.152648956,7.046049645,6.662032356,6.807291504
"ADAT2",4.620095897,4.630739226,4.505403767,4.913546341,4.940853757,4.975611332,4.50745538,4.578543643,5.295147909,5.186820981,4.955168551,4.804299497,5.126035861,5.036786347,5.575870445,5.012058096
"ADAT3",5.643016938,4.989355232,5.201698967,5.25955026,5.131688469,5.217611861,5.111709105,5.169140621,4.866441292,4.758153718,5.230164433,5.188181163,4.788807338,5.019732163,4.676972469,5.172244621
"ADC",4.924173408,4.493986746,4.758417411,4.736865537,4.826898662,4.751591673,4.706654447,4.694409141,4.462803542,4.563331782,4.691585608,4.764527587,4.840268582,4.551751664,5.068710344,4.760029657
"ADCK1",6.566969525,6.157313736,6.615540086,7.158492886,5.768636982,6.636807533,6.241392948,7.028305057,6.486340361,6.223764148,5.855425812,6.794193496,6.457064858,6.514270267,6.282164744,6.34847324
"ADCK2",8.710782935,8.234305119,8.656697174,7.718054655,8.021935326,8.203299939,8.103468245,8.231157498,7.848192247,8.070214316,8.15370986,7.511113085,8.409323157,8.55385394,8.585280179,8.259251768
"ADCK4",7.347919402,6.537194769,6.520274115,7.21899384,6.626648813,7.072159136,6.744331304,7.210251178,6.606226167,6.653873683,6.523280847,6.63773575,6.560252438,6.646392955,6.844447321,6.718432622
"ADCK5",6.069664824,5.730151322,6.527480811,5.853144605,5.982232378,6.093097227,5.222203763,6.370590773,5.321011393,6.292885279,5.79673162,5.413429267,5.799810008,5.87136056,5.620909411,6.367739765
"ADCY3",8.280157354,7.979167269,8.526931974,8.441305835,8.57366301,8.94625882,8.213228105,8.546525476,8.750612396,8.608728043,9.10796668,8.152106879,8.592626987,8.885998991,8.841944677,8.410603872
"ADCY4",6.018861606,5.934159367,5.433435494,6.131264917,5.846522794,6.039928473,5.975813761,5.272248575,5.985432815,5.056189199,6.176625282,6.609664934,5.99795121,5.478823458,6.429912782,6.524185652
"ADCY6",4.756151573,4.800193665,4.802744306,5.142380919,4.973989564,4.420316135,4.508568522,4.670286858,4.935590303,4.889054184,4.427432085,4.842828438,4.627760334,4.600559378,4.619584761,4.668648641
"ADCY7",9.124564751,9.197771857,9.35052547,8.684973373,8.831870327,8.692031241,8.568487377,8.690709025,8.814901634,8.562827379,8.713851202,8.600840157,8.750612396,8.87254905,8.825953133,8.853677258
"ADCY9",5.503639125,5.607557096,5.309389709,5.301817566,5.505780301,5.32684452,5.507614436,5.712949078,5.529779831,5.094882975,5.494883786,5.652136127,5.660957579,5.348095126,5.234864758,5.698966773
"ADD1",9.436216102,9.708388882,10.18548063,9.730807299,9.559840073,9.657736732,9.733086868,10.27826349,9.957174204,9.938324645,9.474006919,9.752507817,9.763489924,10.21958217,9.822731355,9.744553607
"ADD2",4.647520474,4.806776537,4.73903939,4.645506383,4.857193715,4.821178512,5.058945122,4.43114828,4.695060367,4.559724698,4.879443506,4.686787446,4.706070501,5.340366977,4.864199752,5.189938728
"ADD3",9.06551698,9.90501006,9.839851372,10.1581471,10.32324957,9.437841547,9.480148519,10.06334468,9.485630517,8.999263252,10.29916433,10.1822157,10.0963806,9.983323568,9.40219902,10.3172437
"ADH4",4.8629201,4.775452267,4.661103118,5.415035641,4.772658097,4.948142933,4.836110198,5.418289453,4.55139826,4.516978555,5.028178335,5.102349081,4.837136617,4.67452925,4.946915093,5.191421396
"ADH5",6.0743038,5.6702535,6.347350799,5.806006551,6.319916785,6.308909375,6.243644077,5.934864939,6.339310123,5.460106738,5.511254491,6.274025942,6.025200603,5.668663742,5.876234369,5.969401693
"ADH6",4.624214042,4.707090478,4.709433688,4.766294267,4.666790504,4.971650745,4.654645391,4.4544031,4.60154494,4.633181721,4.469737683,4.78984398,5.039507725,4.586360749,4.469220269,4.941638223
"ADHFE1",7.65127847,8.014195895,7.420416149,7.236145432,7.459320199,7.683282167,7.02552689,7.726312486,7.924089127,7.841852366,7.911466696,7.37342814,7.66702248,8.052933756,7.528438948,7.182764125
"ADI1",7.011902739,7.168541712,6.452921603,6.098179339,6.650438056,7.324964392,7.657027273,5.744853495,6.891631118,6.948002471,6.328436572,6.127836867,5.614490757,5.830876069,6.561158087,6.581871228
"ADIPOQ",4.816391216,4.987985176,4.83694739,4.695821462,4.46039248,4.620484576,4.935305076,4.614223934,4.546475866,4.627042879,4.597485336,4.634561864,4.52828012,4.665475519,5.675220324,4.623787424
